title,price,region,property_size_sqm,bedrooms,bathrooms,furnishing,listing_by,user_id,is_owner,can_view_contacts,status,property_url,description,property_address,estate_name,condition,toilets,seller_or_agent_name,time_on_jiji
"4bdrm Maisonette in Memusi, Matasia for sale",12000000,"Ngong, Matasia",250,4,4,Unfurnished,Agent,1936175,False,True,active,/matasia/houses-apartments-for-sale/4bdrm-maisonette-in-memusi-matasia-for-sale-f1F8VeE7NVfb0tzLqIephZOu.html,,"Kajiado, Ngong, Matasia, 13 min ago",,Fairly Used,4,Letuya Loidoga,6 y 1 m on Jiji
"3bdrm Bungalow in Ongata Rongai, Rimpa for sale",5900000,"Ongata Rongai, Rimpa",130,3,3,Unfurnished,,1901674,False,True,active,/rimpa/houses-apartments-for-sale/3bdrm-bungalow-in-ongata-rongai-rimpa-for-sale-45kRcMh1gG7XppR7LerEmVcB.html,,"Kajiado, Ongata Rongai, Rimpa, 13 min ago",,Newly-Built,3,Homely Realtors,6 y 1 m on Jiji
"3bdrm Bungalow in Matangi, Ruiru for sale",7000000,"Kiambu, Ruiru",4080,3,4,Unfurnished,,6135593,False,True,active,/ruiru/houses-apartments-for-sale/3bdrm-bungalow-in-matangi-ruiru-for-sale-fR2NoOfa7HBTaZp1Fgz3vWf7.html,,"Kiambu, Ruiru, 3 hours ago",,Newly-Built,4,Miriam Joe K,5 m on Jiji
4bdrm Apartment in Lavington for sale,26000000,"Nairobi, Lavington",246,4,5,Unfurnished,,1440182,False,True,active,/lavington/houses-apartments-for-sale/4bdrm-apartment-in-lavington-for-sale-6hIM40Ur1a4ZdzNDyxByHygv.html,,"Nairobi, Lavington, 13 min ago",,Newly-Built,,Leissure Homes Kenya,6 y 1 m on Jiji
"5bdrm Bungalow in Membley, Roysambu for sale",29000000,"Nairobi, Roysambu",5000,5,5,Semi-Furnished,Agent,1432736,False,True,active,/roysambu/houses-apartments-for-sale/5bdrm-bungalow-in-membley-roysambu-for-sale-54JyxRjPKpss33yrksYrVaUj.html,,"Nairobi, Roysambu, 13 min ago",,Fairly Used,,MJ SAM MOTOR HUB,6 y 1 m on Jiji
4bdrm Villa in Ngumba Estate for sale,50000000,"Kasarani, Ngumba Estate",120,4,1,Unfurnished,,1428976,False,True,active,/ngumba-estate/houses-apartments-for-sale/4bdrm-villa-in-ngumba-estate-for-sale-6cQ6gW2IEE89hKvBKSPFeIDa.html,,"Nairobi, Kasarani, Ngumba Estate, 13 min ago",,Newly-Built,,Array Real Estate ltd,6 y 1 m on Jiji
"4bdrm Maisonette in Ongat Rongai Rimpa, Maasai Lodge for sale",15000000,"Ongata Rongai, Maasai Lodge",100,4,4,Unfurnished,Agent,1428976,False,True,active,/maasai-lodge/houses-apartments-for-sale/4bdrm-maisonette-in-ongat-rongai-rimpa-maasai-lodge-for-sale-bkQGcVLhNVvq1tyLrCikpElt.html,,"Kajiado, Ongata Rongai, Maasai Lodge, 13 min ago",,Newly-Built,4,Array Real Estate ltd,6 y 1 m on Jiji
Furnished 2bdrm Farm House in Mwiki for sale,3500000,"Nairobi, Mwiki",30,2,2,Furnished,,1432736,False,True,active,/mwiki/houses-apartments-for-sale/furnished-2bdrm-farm-house-in-mwiki-for-sale-yFwCtR1KAyelK2NwDJ5CYEmI.html,,"Nairobi, Mwiki, 13 min ago",,Fairly Used,,MJ SAM MOTOR HUB,6 y 1 m on Jiji
3bdrm Apartment in Raphta Road Area for sale,20950000,"Westlands, Raphta Road Area",198,3,3,Unfurnished,,1440182,False,True,active,/raphta-road-area/houses-apartments-for-sale/3bdrm-apartment-in-raphta-road-area-for-sale-BBHWkGywa3xkDqVz9uN1mq9.html,,"Nairobi, Westlands, Raphta Road Area, 13 min ago",,Under construction,3,Leissure Homes Kenya,6 y 1 m on Jiji
3bdrm Apartment in Westlands for sale,17100000,"Nairobi, Westlands",141,3,3,Unfurnished,,1440182,False,True,active,/westlands/houses-apartments-for-sale/3bdrm-apartment-in-westlands-for-sale-q2xjG8uXSrmgYtqYzhWaWbR3.html,,"Nairobi, Westlands, 14 min ago",,Under construction,2,Leissure Homes Kenya,6 y 1 m on Jiji
"2bdrm Apartment in Kings Boma Estate, Kwa Kairu for sale",3720000,"Ruiru, Kwa Kairu",50,2,1,Unfurnished,Agent,1428976,False,True,active,/kwa-kairu/houses-apartments-for-sale/2bdrm-apartment-in-kings-boma-estate-kwa-kairu-for-sale-CdJ0IVeuD7LOCfNNWomNacuw.html,,"Kiambu, Ruiru, Kwa Kairu, 14 min ago",,Newly-Built,1,Array Real Estate ltd,6 y 1 m on Jiji
3bdrm Bungalow in Kitengela for sale,5850000,"Kajiado, Kitengela",125,3,4,Unfurnished,,1977193,False,True,active,/kitengela/houses-apartments-for-sale/3bdrm-bungalow-in-kitengela-for-sale-mp5yKEwAPUuPzhwo94ZBSHU.html,,"Kajiado, Kitengela, 13 min ago",,Newly-Built,,Property By Fridah,5 y 11 m on Jiji
"3bdrm Bungalow in Dykio Mugutha, Ruiru for sale",10700000,"Kiambu, Ruiru",166,3,3,Unfurnished,Agent,2804062,False,True,active,/ruiru/houses-apartments-for-sale/3bdrm-bungalow-in-dykio-mugutha-ruiru-for-sale-g4NTDGeoec7ISSTyfxwvasuP.html,,"Kiambu, Ruiru, 13 min ago",,Newly-Built,,jpert properties,4 y 9 m on Jiji
"3bdrm House in Pipeline, Nakuru Town East for sale",7500000,"Nakuru, Nakuru Town East",450,3,2,Semi-Furnished,,1522253,False,True,active,/nakuru-east/houses-apartments-for-sale/3bdrm-house-in-pipeline-nakuru-town-east-for-sale-93u4vJNEVMBhIn033GhHyMcf.html,,"Nakuru, Nakuru Town East, 13 min ago",,Newly-Built,2,David,6 y 1 m on Jiji
"1bdrm House in Pipeline, Nakuru Town East for sale",3500000,"Nakuru, Nakuru Town East",450,1,1,Semi-Furnished,,1522253,False,True,active,/nakuru-east/houses-apartments-for-sale/1bdrm-house-in-pipeline-nakuru-town-east-for-sale-8rHkbt7gzjYsh19aCdxHsk0m.html,,"Nakuru, Nakuru Town East, 14 min ago",,Fairly Used,,David,6 y 1 m on Jiji
House In LANET Nakuru For Sale,3000000,"Nakuru, Nakuru Town East",450,3,2,Semi-Furnished,,1522253,False,True,active,/nakuru-east/houses-apartments-for-sale/house-in-lanet-nakuru-for-sale-nMAv9FNZo2p2PqQh2Du7SJl7.html,,"Nakuru, Nakuru Town East, 14 min ago",,Newly-Built,,David,6 y 1 m on Jiji
2bdrm Apartment in Ruaka Estate for sale,7500000,"Kiambu, Ruaka",129,2,2,Unfurnished,Agent,2313972,False,True,active,/ruaka-banana/houses-apartments-for-sale/2bdrm-apartment-in-ruaka-estate-for-sale-s2FNkX3eYjH1Qa3ssZs2xlln.html,,"Kiambu, Ruaka, 13 min ago",,Newly-Built,2,Joshua Kibe,5 y 4 m on Jiji
"3bdrm Bungalow in Rumwe, Njoro for sale",12000000,"Nakuru, Njoro",,3,3,Unfurnished,,2334268,False,True,active,/njoro/houses-apartments-for-sale/3bdrm-bungalow-in-rumwe-njoro-for-sale-hScb0OecRnX2WAQfnDuDq0LV.html,,"Nakuru, Njoro, 13 min ago",,Newly-Built,,FAIRMOUNT PROPERTY REALTORS,5 y 3 m on Jiji
1bdrm Apartment in Pangani for sale,5400000,"Nairobi, Pangani",45,1,1,Semi-Furnished,,1787892,False,True,active,/pangani/houses-apartments-for-sale/1bdrm-apartment-in-pangani-for-sale-tu87kA9TpITkNyGKXgdYrBw3.html,,"Nairobi, Pangani, 13 min ago",,Newly-Built,,Spacelux,6 y 1 m on Jiji
Furnished Studio Apartment in Gate B for sale,2400000,"Juja, Gate B",25,1,1,Furnished,,1108755,False,True,active,/gate-b/houses-apartments-for-sale/furnished-studio-apartment-in-gate-b-for-sale-aR60vpzqqZrLpHAUmAEpUSrL.html,,"Kiambu, Juja, Gate B, 14 min ago",,Under construction,1,Craiova Realtors,6 y 1 m on Jiji
5bdrm Apartment in Kilimani for sale,33000000,"Nairobi, Kilimani",302,5,6,Unfurnished,,1108755,False,True,active,/kilimani/houses-apartments-for-sale/5bdrm-apartment-in-kilimani-for-sale-rzOdzodKxICjmtPnKG2dcONd.html,,"Nairobi, Kilimani, 14 min ago",,Under construction,6,Craiova Realtors,6 y 1 m on Jiji
4bdrm Apartment in Kileleshwa for sale,25000000,"Nairobi, Kileleshwa",228,4,4,Unfurnished,,1108755,False,True,active,/kileleshwa/houses-apartments-for-sale/4bdrm-apartment-in-kileleshwa-for-sale-fy7GIEk82BJpsAMa9l7tjGtu.html,,"Nairobi, Kileleshwa, 14 min ago",,Newly-Built,,Craiova Realtors,6 y 1 m on Jiji
3bdrm Apartment in Gateway Mall Area for sale,11500000,"Syokimau, Gateway Mall Area",145,3,3,Unfurnished,,1108755,False,True,active,/gateway-mall-area/houses-apartments-for-sale/3bdrm-apartment-in-gateway-mall-area-for-sale-frcnvxawP0kSTb0e1Uc6bqMb.html,,"Machakos, Syokimau, Gateway Mall Area, 14 min ago",,Newly-Built,,Craiova Realtors,6 y 1 m on Jiji
3bdrm Apartment in Kileleshwa for sale,21090000,"Nairobi, Kileleshwa",192,3,4,Unfurnished,,1108755,False,True,active,/kileleshwa/houses-apartments-for-sale/3bdrm-apartment-in-kileleshwa-for-sale-5BxION9NKNSqUx5sZNi4GQWX.html,,"Nairobi, Kileleshwa, 14 min ago",,Newly-Built,,Craiova Realtors,6 y 1 m on Jiji
2bdrm Apartment in Kileleshwa for sale,9000000,"Nairobi, Kileleshwa",90,2,2,Unfurnished,,1108755,False,True,active,/kileleshwa/houses-apartments-for-sale/2bdrm-apartment-in-kileleshwa-for-sale-Cm5Td6i8F4GtWWPSyG9GfZus.html,,"Nairobi, Kileleshwa, 14 min ago",,Newly-Built,,Craiova Realtors,6 y 1 m on Jiji
2bdrm Apartment in Westlands for sale,12500000,"Nairobi, Westlands",94,2,2,Unfurnished,,1108755,False,True,active,/westlands/houses-apartments-for-sale/2bdrm-apartment-in-westlands-for-sale-poY3IqnW8EuApbEAocFuljTA.html,,"Nairobi, Westlands, 14 min ago",,Under construction,2,Craiova Realtors,6 y 1 m on Jiji
4bdrm House in Membley Estate for sale,24500000,"Ruiru, Membley Estate",276,4,4,Unfurnished,Agent,3195412,False,True,active,/membley-estate/houses-apartments-for-sale/4bdrm-house-in-membley-estate-for-sale-94bLnDUegtpigBcKOjpHja7v.html,,"Kiambu, Ruiru, Membley Estate, 13 min ago",,Newly-Built,4,Jayhenrys Holdings,4 y 4 m on Jiji
"2bdrm Villa in La-Marina, Mtwapa for sale",42500000,"Kilifi, Mtwapa",1500,2,3,Unfurnished,Agent,3221861,False,True,active,/mtwapa/houses-apartments-for-sale/2bdrm-villa-in-la-marina-mtwapa-for-sale-jYZGCJGpsIhOvPiWgLcRCDsN.html,,"Kilifi, Mtwapa, 13 min ago",,Fairly Used,3,Sky Miles Properties,4 y 4 m on Jiji
4bdrm Villa in Nyali for sale,75000000,"Mombasa, Nyali",2000,4,4,Semi-Furnished,,3221861,False,True,active,/nyali/houses-apartments-for-sale/4bdrm-villa-in-nyali-for-sale-9RREYkNvd91ei42lG71U623F.html,,"Mombasa, Nyali, 13 min ago",,Fairly Used,,Sky Miles Properties,4 y 4 m on Jiji
"3bdrm Villa in La-Marina Estate, Mtwapa for Sale",39500000,"Kilifi, Mtwapa",1200,3,4,Semi-Furnished,,3221861,False,True,active,/mtwapa/houses-apartments-for-sale/3bdrm-villa-in-la-marina-estate-mtwapa-for-sale-8paHiqQI6QGO9jQMrKMK6T9X.html,,"Kilifi, Mtwapa, 13 min ago",,Newly-Built,,Sky Miles Properties,4 y 4 m on Jiji
3bdrm Bungalow in Rimpa for sale,6200000,"Ongata Rongai, Rimpa",175,3,3,Unfurnished,,1233275,False,True,active,/rimpa/houses-apartments-for-sale/3bdrm-bungalow-in-rimpa-for-sale-kVb6lEFEqWJu45lycABwn6ep.html,,"Kajiado, Ongata Rongai, Rimpa, 14 min ago",,Newly-Built,3,Michael Homeken,6 y 1 m on Jiji
2bdrm Apartment in Nyali for sale,9900000,"Mombasa, Nyali",135,2,2,Unfurnished,Agent,373045,False,True,active,/nyali/houses-apartments-for-sale/2bdrm-apartment-in-nyali-for-sale-d1nkYvSRdO0ECZhT8Nsqu7CH.html,,"Mombasa, Nyali, 14 min ago",,Off-Plan,2,FURAHA PROPERTIES,6 y 1 m on Jiji
"10bdrm Block of Flats in Half London, Likoni for Sale",14500000,"Mombasa, Likoni",4500,10,5,Unfurnished,,373045,False,True,active,/likoni/houses-apartments-for-sale/10bdrm-block-of-flats-in-half-london-likoni-for-sale-sf3dVNLhP3zzhvYEVXe1ZvGJ.html,,"Mombasa, Likoni, 14 min ago",,Newly-Built,,FURAHA PROPERTIES,6 y 1 m on Jiji
4bdrm Apartment in Kileleshwa for Sale,24000000,"Nairobi, Kileleshwa",228,4,4,Unfurnished,,2237195,False,True,active,/kileleshwa/houses-apartments-for-sale/4bdrm-apartment-in-kileleshwa-for-sale-zL35T9jt2O31yk1T81bEBZVi.html,,"Nairobi, Kileleshwa, 13 min ago",,Newly-Built,,SPLENDOR HOLDINGS,5 y 5 m on Jiji
1bdrm Apartment in Nyali for sale,5500000,"Mombasa, Nyali",100,1,1,Unfurnished,Agent,373045,False,True,active,/nyali/houses-apartments-for-sale/1bdrm-apartment-in-nyali-for-sale-ndnikr1U3i3pUiDHmuhn1Geh.html,,"Mombasa, Nyali, 14 min ago",,Newly-Built,1,FURAHA PROPERTIES,6 y 1 m on Jiji
3bdrm Bungalow in Kitengela for sale,6500000,"Kajiado, Kitengela",140,3,3,Unfurnished,,6172983,False,True,active,/kitengela/houses-apartments-for-sale/3bdrm-bungalow-in-kitengela-for-sale-6qgJmz5jdXFnrIYtYmtoZEoP.html,,"Kajiado, Kitengela, 3 hours ago",,Newly-Built,3,MK PROPERTIES,5 m on Jiji
2 Bedrooms Apartment For Sale,10000000,"Nairobi, Nairobi Central",,2,3,Furnished,,907809,False,True,active,/nairobi-central/houses-apartments-for-sale/2-bedrooms-apartment-for-sale-nNfjMugRsh7fGyDNiTRxU7IL.html,,"Nairobi, Nairobi Central, 1 hour ago",,Newly-Built,,Jee Rides motors,6 y 1 m on Jiji
"1bdrm Block of Flats in Sportview Estate, Kasarani for sale",52000000,"Nairobi, Kasarani",3200,1,1,Semi-Furnished,Agent,2097158,False,True,active,/kasarani/houses-apartments-for-sale/1bdrm-block-of-flats-in-sportview-estate-kasarani-for-sale-7QVZwuEGiJEyubR7C8jnoFrr.html,,"Nairobi, Kasarani, 14 min ago",,Fairly Used,1,Chris Mwangi,5 y 8 m on Jiji
"Furnished 5bdrm Maisonette in Mimosa Drive, Runda for Sale",200000000,"Nairobi, Runda",4800,5,5,Furnished,,2097158,False,True,active,/karura/houses-apartments-for-sale/furnished-5bdrm-maisonette-in-mimosa-drive-runda-for-sale-tHwbAKRLkOxZDbY09YOL70TW.html,,"Nairobi, Runda, 14 min ago",,Fairly Used,,Chris Mwangi,5 y 8 m on Jiji
"1bdrm Block of Flats in Epz Estate, Kitengela for sale",45000000,"Kajiado, Kitengela",3200,1,1,Semi-Furnished,,2097158,False,True,active,/kitengela/houses-apartments-for-sale/1bdrm-block-of-flats-in-epz-estate-kitengela-for-sale-KiEgRyCKr6b3o0UBxkI75Q2.html,,"Kajiado, Kitengela, 14 min ago",,Newly-Built,,Chris Mwangi,5 y 8 m on Jiji
"1bdrm Block of Flats in Mirema Co-Operitive, Roysambu for Sale",60000000,"Nairobi, Roysambu",3200,1,1,Unfurnished,,2097158,False,True,active,/roysambu/houses-apartments-for-sale/1bdrm-block-of-flats-in-mirema-co-operitive-roysambu-for-sale-b5mBadiBNU9N1Y80scaKCbO6.html,,"Nairobi, Roysambu, 14 min ago",,Fairly Used,,Chris Mwangi,5 y 8 m on Jiji
2bdrm Block of Flats in Utawala Estate for sale,122000000,"Nairobi, Utawala",3200,2,2,Semi-Furnished,Developer,2097158,False,True,active,/utawala/houses-apartments-for-sale/2bdrm-block-of-flats-in-utawala-estate-for-sale-8xNNDUmZtoFS4d85mytXEF6P.html,,"Nairobi, Utawala, 14 min ago",,Newly-Built,2,Chris Mwangi,5 y 8 m on Jiji
"3bdrm Apartment in Beach Road Estate, Nyali for sale",14000000,"Mombasa, Nyali",150,3,3,Unfurnished,,5296962,False,True,active,/nyali/houses-apartments-for-sale/3bdrm-apartment-in-beach-road-estate-nyali-for-sale-CjKtXqJPYwql5xKhTVnrizSs.html,,"Mombasa, Nyali, 3 hours ago",,Newly-Built,3,ALASKA PROPERTIES,1 y 10 m on Jiji
6bdrm Mansion in Kitisuru for sale,130000000,"Nairobi, Kitisuru",5000,6,5,Unfurnished,,2503554,False,True,active,/kitisuru/houses-apartments-for-sale/6bdrm-mansion-in-kitisuru-for-sale-6um8Ea6ViAEtk1oBl2yOf73d.html,,"Nairobi, Kitisuru, 14 min ago",,Fairly Used,,Afrique Properties Ltd,5 y on Jiji
5bdrm Mansion in Muthaiga for sale,155000000,"Westlands, Muthaiga North",4500,5,6,Unfurnished,,2503554,False,True,active,/muthaiga-north/houses-apartments-for-sale/5bdrm-mansion-in-muthaiga-for-sale-5UOleVrkuzWKZRkVQRkw5xwc.html,,"Nairobi, Westlands, Muthaiga North, 14 min ago",,Fairly Used,,Afrique Properties Ltd,5 y on Jiji
3bdrm Bungalow in Ruiru for sale,9800000,"Kiambu, Ruiru",2500,3,3,Unfurnished,,2503554,False,True,active,/ruiru/houses-apartments-for-sale/3bdrm-bungalow-in-ruiru-for-sale-w3TxynwooYiLAyiNojW881Yy.html,,"Kiambu, Ruiru, 14 min ago",,Newly-Built,,Afrique Properties Ltd,5 y on Jiji
"4bdrm Villa in Peponi Road, Parklands/Highridge for sale",85000000,"Nairobi, Parklands/Highridge",604,4,4,Unfurnished,,5306537,False,True,active,/parklands-highridge/houses-apartments-for-sale/4bdrm-villa-in-peponi-road-parklands-highridge-for-sale-Cx58R5XU6FyH6zA7wU9lEael.html,,"Nairobi, Parklands/Highridge, 3 hours ago",,Fairly Used,,Tysons Limited,1 y 10 m on Jiji
"3bdrm Mansion in Fourways, Kiambu / Kiambu for sale",16000000,"Kiambu, Kiambu / Kiambu ",1200,3,2,Unfurnished,,2503554,False,True,active,/kiambu-kiambu/houses-apartments-for-sale/3bdrm-mansion-in-fourways-kiambu-kiambu-for-sale-17PvBkmgXyKmkc27kuASbhsT.html,,"Kiambu, Kiambu / Kiambu , 14 min ago",,Renovated,,Afrique Properties Ltd,5 y on Jiji
3bdrm Apartment in Kilimani for sale,28000000,"Nairobi, Kilimani",207,3,4,Unfurnished,Agent,1941628,False,True,active,/kilimani/houses-apartments-for-sale/3bdrm-apartment-in-kilimani-for-sale-gdGJaWGBupCgO518SNYGDEs5.html,,"Nairobi, Kilimani, 14 min ago",,Newly-Built,4,Bonface Kengara,6 y on Jiji
2bdrm House in Kuinet for sale,2400000,"Soy, Kuinet",1000,2,2,Unfurnished,Owner,1942628,False,True,active,/kuinet/houses-apartments-for-sale/2bdrm-house-in-kuinet-for-sale-kIGvSIGJxCHAC5LcxNvUP3Wi.html,,"Uasin Gishu, Soy, Kuinet, 14 min ago",,Newly-Built,2,Kip kipchaba,6 y on Jiji
10bdrm Block of Flats in Juniorate for Sale,30000000,"Ainabkoi, Juniorate",1000,10,5,Unfurnished,,1942628,False,True,active,/juniorate/houses-apartments-for-sale/10bdrm-block-of-flats-in-juniorate-for-sale-6wk8aFuNYSZ1bcY9AkGVhghq.html,,"Uasin Gishu, Ainabkoi, Juniorate, 14 min ago",,Newly-Built,,Kip kipchaba,6 y on Jiji
"4bdrm Maisonette in Matangi Canan, Ruiru for sale",12500000,"Kiambu, Ruiru",440,4,4,Unfurnished,,2804062,False,True,active,/ruiru/houses-apartments-for-sale/4bdrm-maisonette-in-matangi-canan-ruiru-for-sale-bLRqivCHrIavFjiuyqkQYYr.html,,"Kiambu, Ruiru, 15 min ago",,Newly-Built,,jpert properties,4 y 9 m on Jiji
"1bdrm House in Heshima, Nakuru Town East for sale",8300000,"Nakuru, Nakuru Town East",450,1,1,Semi-Furnished,,1522253,False,True,active,/nakuru-east/houses-apartments-for-sale/1bdrm-house-in-heshima-nakuru-town-east-for-sale-x2rmzAzg7yIrWKIUI9yo02wr.html,,"Nakuru, Nakuru Town East, 15 min ago",,Fairly Used,1,David,6 y 1 m on Jiji
"3bdrm House in Kiamaina, Nakuru Town East for sale",2500000,"Nakuru, Nakuru Town East",450,3,2,Unfurnished,,1522253,False,True,active,/nakuru-east/houses-apartments-for-sale/3bdrm-house-in-kiamaina-nakuru-town-east-for-sale-flgTvOUzLjQWJEqguW9wkOvq.html,,"Nakuru, Nakuru Town East, 15 min ago",,Under construction,2,David,6 y 1 m on Jiji
2bdrm Block of Flats in Mikindani for sale,16000000,"Jomvu, Mikindani",500,2,2,Unfurnished,Agent,1548366,False,True,active,/mikindani/houses-apartments-for-sale/2bdrm-block-of-flats-in-mikindani-for-sale-yDEx7IuN2JBV0LoDddQl50lX.html,,"Mombasa, Jomvu, Mikindani, 15 min ago",,Fairly Used,2,Amor Homes,6 y 1 m on Jiji
Furnished 3bdrm Villa in Malindi for sale,16000000,"Kilifi, Malindi",1024,3,3,Furnished,,4457362,False,True,active,/malindi/houses-apartments-for-sale/furnished-3bdrm-villa-in-malindi-for-sale-pHtHvgfH7frF0xSzwhbAqFIg.html,,"Kilifi, Malindi, 14 min ago",,Fairly Used,,Dalmas Yura,2 y 11 m on Jiji
3bdrm Bungalow in Ongata Rongai for sale,7500000,"Kajiado, Ongata Rongai",200,3,2,Unfurnished,Agent,1555480,False,True,active,/ongata-rongai/houses-apartments-for-sale/3bdrm-bungalow-in-ongata-rongai-for-sale-7KBaOEaeboYZmg5GY9xCZFsV.html,,"Kajiado, Ongata Rongai, 15 min ago",,Newly-Built,3,Alex,6 y 1 m on Jiji
"3bdrm Bungalow in Accacia, Kitengela for sale",7500000,"Kajiado, Kitengela",130,3,3,Unfurnished,Agent,4624007,False,True,active,/kitengela/houses-apartments-for-sale/3bdrm-bungalow-in-accacia-kitengela-for-sale-auJR6hAN9n1SRxr7iD45ecva.html,,"Kajiado, Kitengela, 14 min ago",,Newly-Built,3,Swalam Limited,2 y 9 m on Jiji
"3bdrm Bungalow in Accacia, Kitengela for sale",8500000,"Kajiado, Kitengela",136,3,3,Unfurnished,,4624007,False,True,active,/kitengela/houses-apartments-for-sale/3bdrm-bungalow-in-accacia-kitengela-for-sale-zKSPHWFr4fHC77fHR5xpLfoO.html,,"Kajiado, Kitengela, 14 min ago",,Newly-Built,,Swalam Limited,2 y 9 m on Jiji
4bdrm Maisonette in Kikuyu for sale,27000000,"Kiambu, Kikuyu",250,4,5,Unfurnished,,833626,False,True,active,/kikuyu/houses-apartments-for-sale/4bdrm-maisonette-in-kikuyu-for-sale-qiw3KCeCnoH3E9x2aFpjWxyC.html,,"Kiambu, Kikuyu, 16 min ago",,Newly-Built,5,Urban & Beyond Property Agency,6 y 1 m on Jiji
5bdrm Maisonette in Ngong Booster Estate for sale,19500000,"Kajiado, Ngong",450,5,5,Unfurnished,,1901674,False,True,active,/ngong/houses-apartments-for-sale/5bdrm-maisonette-in-ngong-booster-estate-for-sale-bqEPzJTNKyikhzfB3kQyu7Tr.html,,"Kajiado, Ngong, 16 min ago",,Newly-Built,5,Homely Realtors,6 y 1 m on Jiji
3bdrm Bungalow in Kiserian for sale,7500000,"Kajiado, Kiserian",150,3,4,Unfurnished,,1233275,False,True,active,/kiserian/houses-apartments-for-sale/3bdrm-bungalow-in-kiserian-for-sale-isXVulqGXeJq7tf2wh6gHv1e.html,,"Kajiado, Kiserian, 17 min ago",,Newly-Built,4,Michael Homeken,6 y 1 m on Jiji
7bdrm Mansion in Muthaiga North for sale,109000000,"Westlands, Muthaiga North",5000,7,7,Unfurnished,,1945484,False,True,active,/muthaiga-north/houses-apartments-for-sale/7bdrm-mansion-in-muthaiga-north-for-sale-5t6YISuv6IQiDmZ31a6LGICq.html,,"Nairobi, Westlands, Muthaiga North, 16 min ago",,Newly-Built,7,Elias Njuguna,6 y on Jiji
3bdrm Bungalow in BuruBuru for sale,10500000,"Makadara, BuruBuru",,3,2,Unfurnished,,1945484,False,True,active,/buruburu/houses-apartments-for-sale/3bdrm-bungalow-in-buruburu-for-sale-pVF30qytQxoT14Jcuzk2yPkz.html,,"Nairobi, Makadara, BuruBuru, 16 min ago",,,,Elias Njuguna,6 y on Jiji
"Furnished 3bdrm Apartment in Old Ferry, Kilifi Town for sale",13000000,"Kilifi, Kilifi Town",500,3,2,Furnished,,1950306,False,True,active,/kilifi-town/houses-apartments-for-sale/furnished-3bdrm-apartment-in-old-ferry-kilifi-town-for-sale-63XQHWhcaTVUuHVl7wFg0xnu.html,,"Kilifi, Kilifi Town, 16 min ago",,Fairly Used,,Venturemulei Enterprise,6 y on Jiji
"3bdrm Apartment in 3Br in Great, Banana for Sale",10500000,"Kiambu, Banana",130,3,2,Unfurnished,,1428976,False,True,active,/banana/houses-apartments-for-sale/3bdrm-apartment-in-3br-in-great-banana-for-sale-v61iwDogjOk4nsZbngBROLfn.html,,"Kiambu, Banana, 20 min ago",,Newly-Built,,Array Real Estate ltd,6 y 1 m on Jiji
1bdrm Apartment in Westlands for sale,9000000,"Nairobi, Westlands",56,1,1,Unfurnished,,1440182,False,True,active,/westlands/houses-apartments-for-sale/1bdrm-apartment-in-westlands-for-sale-upZoOSp3eo7vXZv5mEzv7b78.html,,"Nairobi, Westlands, 20 min ago",,Off-Plan,1,Leissure Homes Kenya,6 y 1 m on Jiji
4bdrm Apartment in Loresho for sale,68800000,"Westlands, Loresho",432,4,5,Unfurnished,,1440182,False,True,active,/loresho/houses-apartments-for-sale/4bdrm-apartment-in-loresho-for-sale-8b00cW5jIcDVIm1JmrWYsnjQ.html,,"Nairobi, Westlands, Loresho, 20 min ago",,Newly-Built,2,Leissure Homes Kenya,6 y 1 m on Jiji
4bdrm Villa in Thindigua/Kasarini for sale,43000000,"Kiambu / Kiambu , Thindigua/Kasarini",120,4,4,Unfurnished,Agent,1428976,False,True,active,/thindigua-kasarini/houses-apartments-for-sale/4bdrm-villa-in-thindigua-kasarini-for-sale-B6q7k1bznvImMl3BOf4P7RSs.html,,"Kiambu, Kiambu / Kiambu , Thindigua/Kasarini, 20 min ago",,Newly-Built,,Array Real Estate ltd,6 y 1 m on Jiji
"3bdrm Bungalow in Yukos, Kitengela for sale",7700000,"Kajiado, Kitengela",165,3,3,Unfurnished,Agent,1233275,False,True,active,/kitengela/houses-apartments-for-sale/3bdrm-bungalow-in-yukos-kitengela-for-sale-uJ0V7oc9gqL4gz30Ykk688Ul.html,,"Kajiado, Kitengela, 20 min ago",,Newly-Built,3,Michael Homeken,6 y 1 m on Jiji
"3bdrm Bungalow in Ongata Rongai, Rimpa for sale",6000000,"Ongata Rongai, Rimpa",170,3,3,Unfurnished,,1233275,False,True,active,/rimpa/houses-apartments-for-sale/3bdrm-bungalow-in-ongata-rongai-rimpa-for-sale-oWfP1BYogcCK2ep1XHzVPuGM.html,,"Kajiado, Ongata Rongai, Rimpa, 20 min ago",,Newly-Built,3,Michael Homeken,6 y 1 m on Jiji
